Station information:,,,,,,,,,,,,
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority,,,,,
"Auckland, Motat Ews",41351,A6487G,-36.86297,174.71185,16,H,Niwa,,,,,
"Wellington, Kelburn Aws",25354,E1427P,-41.28445,174.76794,125,H,Metservice,,,,,
"Note: Position precision types are: ""W"" = based on whole minutes, ""T"" = estimated to tenth minute,",,,,,,,,,,,,
"G = derived from gridref , ""E"" = error cases derived from gridref,",,,,,,,,,,,,
"H = based on GPS readings (NZGD49), ""D"" = by definition i.e. grid points.",,,,,,,,,,,,
,,,,,,,,,,,,
Surface Wind: Wind Run (Km),,,,,,,,,,,,
Station,Date(NZST),Time(NZST),Dir(DegT),WindRUN(km),Dir StdDev,Spd StdDev,Period(Hrs),Freq,,,,
"Wellington, Kelburn Aws",1/09/2017,9,9.8,24,7.7,24,6.6,24,-,-,-,D
"Auckland, Motat Ews",2/09/2017,9,17.4,24,11.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",2/09/2017,9,10,24,7.8,24,6.5,24,-,-,-,D
"Auckland, Motat Ews",3/09/2017,9,16.5,24,10.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",3/09/2017,9,8.8,24,7.7,24,7,24,-,-,-,D
"Auckland, Motat Ews",4/09/2017,9,15.8,24,7.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",4/09/2017,9,9.6,24,7.5,24,5.6,24,-,-,-,D
"Auckland, Motat Ews",5/09/2017,9,17.8,24,9.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",5/09/2017,9,12.5,24,6.6,24,2.6,24,-,-,-,D
"Auckland, Motat Ews",6/09/2017,9,18.2,24,12.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",6/09/2017,9,14,24,10.3,24,9.8,24,-,-,-,D
"Auckland, Motat Ews",7/09/2017,9,16,24,12.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",7/09/2017,9,14.7,24,8.3,24,7.8,24,-,-,-,D
"Auckland, Motat Ews",8/09/2017,9,17.4,24,9.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",8/09/2017,9,13.8,24,5.9,24,2.3,24,-,-,-,D
"Auckland, Motat Ews",9/09/2017,9,17,24,11.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",9/09/2017,9,13.4,24,8.4,24,7.8,24,-,-,-,D
"Auckland, Motat Ews",10/09/2017,9,14.6,24,6.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",10/09/2017,9,12.7,24,8.1,24,5.4,24,-,-,-,D
"Auckland, Motat Ews",11/09/2017,9,13.8,24,7.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",11/09/2017,9,12.2,24,7,24,4.7,24,-,-,-,D
"Auckland, Motat Ews",12/09/2017,9,13.9,24,7.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",12/09/2017,9,11.7,24,5.3,24,0.7,24,-,-,-,D
"Auckland, Motat Ews",13/09/2017,9,15.7,24,8.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",13/09/2017,9,14.6,24,6.4,24,2.4,24,-,-,-,D
"Auckland, Motat Ews",14/09/2017,9,17.4,24,13.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",14/09/2017,9,16.1,24,11.6,24,9.4,24,-,-,-,D
"Auckland, Motat Ews",15/09/2017,9,18.9,24,12.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",15/09/2017,9,15.2,24,12.9,24,12.5,24,-,-,-,D
"Auckland, Motat Ews",16/09/2017,9,21,24,11.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",16/09/2017,9,15.2,24,11.4,24,10.1,24,-,-,-,D
"Auckland, Motat Ews",17/09/2017,9,17.4,24,6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",17/09/2017,9,15.6,24,8.3,24,4.8,24,-,-,-,D
"Auckland, Motat Ews",18/09/2017,9,18.8,24,8.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",18/09/2017,9,14.1,24,7.3,24,7.1,24,-,-,-,D
"Auckland, Motat Ews",19/09/2017,9,14,24,8.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",19/09/2017,9,14,24,6.5,24,3.7,24,-,-,-,D
"Auckland, Motat Ews",20/09/2017,9,16.6,24,4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",20/09/2017,9,12.8,24,7.9,24,5.7,24,-,-,-,D
"Auckland, Motat Ews",21/09/2017,9,19,24,11.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",21/09/2017,9,15.7,24,7.3,24,4,24,-,-,-,D
"Auckland, Motat Ews",22/09/2017,9,17.7,24,8.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",22/09/2017,9,16.5,24,8.9,24,9.1,24,-,-,-,D
"Auckland, Motat Ews",23/09/2017,9,16.6,24,10.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",23/09/2017,9,14.7,24,7.2,24,4.8,24,-,-,-,D
"Auckland, Motat Ews",24/09/2017,8,17.9,24,10.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",24/09/2017,8,14.7,24,10.4,24,6.7,24,-,-,-,D
"Auckland, Motat Ews",25/09/2017,8,18.9,24,12.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",25/09/2017,8,16.7,24,13.1,24,12.2,24,-,-,-,D
"Auckland, Motat Ews",26/09/2017,8,18.8,24,14.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",26/09/2017,8,14.2,24,12.6,24,12.2,24,-,-,-,D
"Auckland, Motat Ews",27/09/2017,8,19.4,24,12,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",27/09/2017,8,13.9,24,11.2,24,9.9,24,-,-,-,D
"Auckland, Motat Ews",28/09/2017,8,19.4,24,9.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",28/09/2017,8,15.1,24,9.5,24,8.8,24,-,-,-,D
"Auckland, Motat Ews",29/09/2017,8,19.5,24,7.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",29/09/2017,8,14.3,24,9.1,24,7.2,24,-,-,-,D
"Auckland, Motat Ews",30/09/2017,8,18.1,24,9.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",30/09/2017,8,13.9,24,10.3,24,10.1,24,-,-,-,D
"Auckland, Motat Ews",1/10/2017,8,17.9,24,9.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",1/10/2017,8,13.9,24,8.4,24,5.4,24,-,-,-,D
"Auckland, Motat Ews",2/10/2017,8,15.9,24,10.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",2/10/2017,8,14.6,24,7.1,24,5,24,-,-,-,D
"Auckland, Motat Ews",3/10/2017,8,16.4,24,11.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",3/10/2017,8,18.9,24,8.7,24,5.4,24,-,-,-,D
"Auckland, Motat Ews",4/10/2017,8,18.2,24,11.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",4/10/2017,8,19.1,24,11.6,24,9.5,24,-,-,-,D
"Auckland, Motat Ews",5/10/2017,8,18.4,24,11.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",5/10/2017,8,16.3,24,9.4,24,8.7,24,-,-,-,D
"Auckland, Motat Ews",6/10/2017,8,18.9,24,10.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",6/10/2017,8,13.2,24,6.8,24,4.7,24,-,-,-,D
"Auckland, Motat Ews",7/10/2017,8,19.6,24,12,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",7/10/2017,8,14.8,24,10.9,24,11.2,24,-,-,-,D
"Auckland, Motat Ews",8/10/2017,8,18.4,24,13.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",8/10/2017,8,13.1,24,10.8,24,10.5,24,-,-,-,D
"Auckland, Motat Ews",9/10/2017,8,20.1,24,13.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",9/10/2017,8,15,24,12.2,24,9.5,24,-,-,-,D
"Auckland, Motat Ews",10/10/2017,8,18.8,24,13.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",10/10/2017,8,16.7,24,11.9,24,10.2,24,-,-,-,D
"Auckland, Motat Ews",11/10/2017,8,18.7,24,13.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",11/10/2017,8,18.3,24,12.2,24,11.1,24,-,-,-,D
"Auckland, Motat Ews",12/10/2017,8,17.3,24,10.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",12/10/2017,8,15.7,24,7.6,24,5.9,24,-,-,-,D
"Auckland, Motat Ews",13/10/2017,8,18.4,24,9.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",13/10/2017,8,14.1,24,9.3,24,8.9,24,-,-,-,D
"Auckland, Motat Ews",14/10/2017,8,18,24,13.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",14/10/2017,8,13.6,24,10.8,24,7.1,24,-,-,-,D
"Auckland, Motat Ews",15/10/2017,8,21.5,24,8.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",15/10/2017,8,16.8,24,8.7,24,6.5,24,-,-,-,D
"Auckland, Motat Ews",16/10/2017,8,18,24,10,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",16/10/2017,8,14.8,24,6.7,24,5,24,-,-,-,D
"Auckland, Motat Ews",17/10/2017,8,18.4,24,12.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",17/10/2017,8,17.8,24,6.4,24,4.6,24,-,-,-,D
"Auckland, Motat Ews",18/10/2017,8,17.7,24,11.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",18/10/2017,8,15.9,24,8.5,24,8,24,-,-,-,D
"Auckland, Motat Ews",19/10/2017,8,17.3,24,6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",19/10/2017,8,12.3,24,5.3,24,2.9,24,-,-,-,D
"Auckland, Motat Ews",20/10/2017,8,17.2,24,12,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",20/10/2017,8,15.5,24,8.8,24,5.5,24,-,-,-,D
"Auckland, Motat Ews",21/10/2017,8,17.2,24,12.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",21/10/2017,8,19,24,11.7,24,10.2,24,-,-,-,D
"Auckland, Motat Ews",22/10/2017,8,17.8,24,13.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",22/10/2017,8,17,24,10.3,24,6.9,24,-,-,-,D
"Auckland, Motat Ews",23/10/2017,8,17.4,24,11.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",23/10/2017,8,16.5,24,12.1,24,10.6,24,-,-,-,D
"Auckland, Motat Ews",24/10/2017,8,18.6,24,7.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",24/10/2017,8,16.2,24,10.4,24,7.9,24,-,-,-,D
"Auckland, Motat Ews",25/10/2017,8,19.7,24,12,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",25/10/2017,8,18.1,24,11.8,24,8.7,24,-,-,-,D
"Auckland, Motat Ews",26/10/2017,8,18,24,12.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",26/10/2017,8,17.1,24,10,24,9.8,24,-,-,-,D
"Auckland, Motat Ews",27/10/2017,8,19.6,24,15.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",27/10/2017,8,16.8,24,9.5,24,5.7,24,-,-,-,D
"Auckland, Motat Ews",28/10/2017,8,19.2,24,15.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",28/10/2017,8,17.2,24,8.3,24,4.7,24,-,-,-,D
"Auckland, Motat Ews",29/10/2017,8,19.6,24,15.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",29/10/2017,8,20.7,24,12.3,24,8.9,24,-,-,-,D
"Auckland, Motat Ews",30/10/2017,8,21.5,24,15.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",30/10/2017,8,19.4,24,14.8,24,14,24,-,-,-,D
"Auckland, Motat Ews",31/10/2017,8,20.7,24,12.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",31/10/2017,8,19.6,24,13.2,24,11.4,24,-,-,-,D
"Auckland, Motat Ews",1/11/2017,8,21.5,24,14.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",1/11/2017,8,21.2,24,12.4,24,9.2,24,-,-,-,D
"Auckland, Motat Ews",2/11/2017,8,21.1,24,14.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",2/11/2017,8,19.5,24,13.5,24,10.7,24,-,-,-,D
"Auckland, Motat Ews",3/11/2017,8,20.8,24,15.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",3/11/2017,8,19.7,24,13.2,24,12.7,24,-,-,-,D
"Auckland, Motat Ews",4/11/2017,8,21.4,24,16.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",4/11/2017,8,16.1,24,13.3,24,12.8,24,-,-,-,D
"Auckland, Motat Ews",5/11/2017,8,20.5,24,13.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",5/11/2017,8,18.2,24,13.2,24,11.9,24,-,-,-,D
"Auckland, Motat Ews",6/11/2017,8,22.6,24,11.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",6/11/2017,8,17.3,24,10,24,8.1,24,-,-,-,D
"Auckland, Motat Ews",7/11/2017,8,19.2,24,6.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",7/11/2017,8,17.5,24,10.2,24,6.4,24,-,-,-,D
"Auckland, Motat Ews",8/11/2017,8,19.1,24,14.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",8/11/2017,8,15.9,24,12,24,10.2,24,-,-,-,D
"Auckland, Motat Ews",9/11/2017,8,18.9,24,9.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",9/11/2017,8,16.5,24,8.2,24,4.3,24,-,-,-,D
"Auckland, Motat Ews",10/11/2017,8,18.9,24,10.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",10/11/2017,8,16.5,24,10.7,24,7,24,-,-,-,D
"Auckland, Motat Ews",11/11/2017,8,17.9,24,11.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",11/11/2017,8,15.8,24,7.8,24,3.8,24,-,-,-,D
"Auckland, Motat Ews",12/11/2017,8,18.8,24,9.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",12/11/2017,8,16.6,24,10.1,24,8.5,24,-,-,-,D
"Auckland, Motat Ews",13/11/2017,8,18.8,24,7.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",13/11/2017,8,14.5,24,9.1,24,8.1,24,-,-,-,D
"Auckland, Motat Ews",14/11/2017,8,20.7,24,10.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",14/11/2017,8,14,24,9.6,24,8.6,24,-,-,-,D
"Auckland, Motat Ews",15/11/2017,8,20.1,24,8.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",15/11/2017,8,15.8,24,6.6,24,3.5,24,-,-,-,D
"Auckland, Motat Ews",16/11/2017,8,20.7,24,9.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",16/11/2017,8,16.6,24,9.2,24,4.9,24,-,-,-,D
"Auckland, Motat Ews",17/11/2017,8,21.3,24,13,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",17/11/2017,8,18.5,24,12.5,24,10.9,24,-,-,-,D
"Auckland, Motat Ews",18/11/2017,8,22.1,24,13.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",18/11/2017,8,19.6,24,11.1,24,9.6,24,-,-,-,D
"Auckland, Motat Ews",19/11/2017,8,20.8,24,11.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",19/11/2017,8,14.9,24,10.7,24,8.4,24,-,-,-,D
"Auckland, Motat Ews",20/11/2017,8,20.1,24,12.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",20/11/2017,8,16.1,24,11,24,8.2,24,-,-,-,D
"Auckland, Motat Ews",21/11/2017,8,24,24,10.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",21/11/2017,8,16.4,24,11.2,24,9.5,24,-,-,-,D
"Auckland, Motat Ews",22/11/2017,8,23.9,24,13.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",22/11/2017,8,17.1,24,11.5,24,9.3,24,-,-,-,D
"Auckland, Motat Ews",23/11/2017,8,22.8,24,10.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",23/11/2017,8,19.3,24,10.2,24,7.4,24,-,-,-,D
"Auckland, Motat Ews",24/11/2017,8,25,24,12.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",24/11/2017,8,22,24,12.5,24,10.5,24,-,-,-,D
"Auckland, Motat Ews",25/11/2017,8,24.9,24,13.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",25/11/2017,8,20.7,24,14.2,24,12.8,24,-,-,-,D
"Auckland, Motat Ews",26/11/2017,8,22.5,24,16,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",26/11/2017,8,18.7,24,13,24,12.4,24,-,-,-,D
"Auckland, Motat Ews",27/11/2017,8,22.6,24,14.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",27/11/2017,8,18,24,13.6,24,10.4,24,-,-,-,D
"Auckland, Motat Ews",28/11/2017,8,23.4,24,15.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",28/11/2017,8,23.7,24,13.1,24,10.5,24,-,-,-,D
"Auckland, Motat Ews",29/11/2017,8,23.6,24,13.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",29/11/2017,8,20.7,24,13,24,11.2,24,-,-,-,D
"Auckland, Motat Ews",30/11/2017,8,24.2,24,14.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",30/11/2017,8,22,24,14.2,24,11.7,24,-,-,-,D
"Auckland, Motat Ews",1/12/2017,8,24.1,24,13.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",1/12/2017,8,20.9,24,12.6,24,11,24,-,-,-,D
"Auckland, Motat Ews",2/12/2017,8,23.8,24,12.6,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",2/12/2017,8,23.1,24,16.6,24,15.9,24,-,-,-,D
"Auckland, Motat Ews",3/12/2017,8,23.7,24,12.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",3/12/2017,8,21.4,24,16.5,24,15.9,24,-,-,-,D
"Auckland, Motat Ews",4/12/2017,8,25.5,24,12.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",4/12/2017,8,20.7,24,16.6,24,15.8,24,-,-,-,D
"Auckland, Motat Ews",5/12/2017,8,26.7,24,15.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",5/12/2017,8,22.3,24,16.5,24,14.9,24,-,-,-,D
"Auckland, Motat Ews",6/12/2017,8,25.7,24,15.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",6/12/2017,8,24.5,24,15.2,24,12.5,24,-,-,-,D
"Auckland, Motat Ews",7/12/2017,8,26,24,14.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",7/12/2017,8,25.8,24,14.3,24,12,24,-,-,-,D
"Auckland, Motat Ews",8/12/2017,8,25.2,24,17.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",8/12/2017,8,27.3,24,17.6,24,15.8,24,-,-,-,D
"Auckland, Motat Ews",9/12/2017,8,25.8,24,17.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",9/12/2017,8,24.1,24,17.9,24,16.5,24,-,-,-,D
"Auckland, Motat Ews",10/12/2017,8,25.3,24,15.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",10/12/2017,8,22.5,24,17.9,24,17.3,24,-,-,-,D
"Auckland, Motat Ews",11/12/2017,8,25.5,24,17.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",11/12/2017,8,21.2,24,16,24,13.9,24,-,-,-,D
"Auckland, Motat Ews",12/12/2017,8,27.9,24,17.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",12/12/2017,8,23.4,24,15.6,24,13,24,-,-,-,D
"Auckland, Motat Ews",13/12/2017,8,25.2,24,16.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",13/12/2017,8,25.2,24,15.1,24,13.5,24,-,-,-,D
"Auckland, Motat Ews",14/12/2017,8,25,24,15.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",14/12/2017,8,20.9,24,12.7,24,11.5,24,-,-,-,D
"Auckland, Motat Ews",15/12/2017,8,25.7,24,16.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",15/12/2017,8,20.5,24,12.6,24,10,24,-,-,-,D
"Auckland, Motat Ews",16/12/2017,8,25.2,24,13.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",16/12/2017,8,21.7,24,16.9,24,15.7,24,-,-,-,D
"Auckland, Motat Ews",17/12/2017,8,25.7,24,17,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",17/12/2017,8,25.5,24,16.3,24,14.4,24,-,-,-,D
"Auckland, Motat Ews",18/12/2017,8,26.5,24,15.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",18/12/2017,8,24.8,24,14.5,24,14.4,24,-,-,-,D
"Auckland, Motat Ews",19/12/2017,8,24,24,13.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",19/12/2017,8,17.6,24,11.2,24,9.7,24,-,-,-,D
"Auckland, Motat Ews",20/12/2017,8,23.6,24,17.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",20/12/2017,8,19.6,24,10.1,24,8.4,24,-,-,-,D
"Auckland, Motat Ews",21/12/2017,8,21.9,24,14,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",21/12/2017,8,17.3,24,9.7,24,7.5,24,-,-,-,D
"Auckland, Motat Ews",22/12/2017,8,24.3,24,16,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",22/12/2017,8,19.6,24,14.6,24,14.4,24,-,-,-,D
"Auckland, Motat Ews",23/12/2017,8,26.1,24,18.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",23/12/2017,8,20.6,24,12.3,24,10.1,24,-,-,-,D
"Auckland, Motat Ews",24/12/2017,8,24.9,24,18.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",24/12/2017,8,26,24,16.2,24,13.9,24,-,-,-,D
"Auckland, Motat Ews",25/12/2017,8,25,24,16.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",25/12/2017,8,22.2,24,17.8,24,17.1,24,-,-,-,D
"Auckland, Motat Ews",26/12/2017,8,25.1,24,17.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",26/12/2017,8,20.4,24,14.6,24,14.1,24,-,-,-,D
"Auckland, Motat Ews",27/12/2017,8,23.2,24,15.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",27/12/2017,8,16.1,24,11.1,24,9.3,24,-,-,-,D
"Auckland, Motat Ews",28/12/2017,8,23.8,24,12.1,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",28/12/2017,8,16.1,24,9.5,24,7.3,24,-,-,-,D
"Auckland, Motat Ews",29/12/2017,8,20.9,24,14.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",29/12/2017,8,16.1,24,11.8,24,10.7,24,-,-,-,D
"Auckland, Motat Ews",30/12/2017,8,23.9,24,13.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",30/12/2017,8,17.5,24,10.4,24,8.2,24,-,-,-,D
"Auckland, Motat Ews",31/12/2017,8,26.5,24,11.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",31/12/2017,8,21.1,24,15.5,24,14,24,-,-,-,D
"Auckland, Motat Ews",1/01/2018,8,25.2,24,17.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",1/01/2018,8,20.1,24,14.3,24,14.3,24,-,-,-,D
"Auckland, Motat Ews",2/01/2018,8,25,24,16.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",2/01/2018,8,20.7,24,15.2,24,15.3,24,-,-,-,D
"Auckland, Motat Ews",3/01/2018,8,27.1,24,17.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",3/01/2018,8,25.7,24,18.9,24,18.2,24,-,-,-,D
"Auckland, Motat Ews",4/01/2018,8,26.8,24,20.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",4/01/2018,8,27.1,24,18.7,24,17,24,-,-,-,D
"Auckland, Motat Ews",5/01/2018,8,22,24,18.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",5/01/2018,8,27,24,17.2,24,16.4,24,-,-,-,D
"Auckland, Motat Ews",6/01/2018,8,21.8,24,18,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",6/01/2018,8,24.5,24,14.8,24,12.4,24,-,-,-,D
"Auckland, Motat Ews",7/01/2018,8,22.6,24,17.5,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",7/01/2018,8,17.7,24,11.9,24,10.5,24,-,-,-,D
"Auckland, Motat Ews",8/01/2018,8,23.8,24,15.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",8/01/2018,8,19.3,24,14.8,24,13.6,24,-,-,-,D
"Auckland, Motat Ews",9/01/2018,8,24.4,24,13.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",9/01/2018,8,24.1,24,17,24,16.1,24,-,-,-,D
"Auckland, Motat Ews",10/01/2018,8,27.4,24,15.7,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",10/01/2018,8,20.9,24,17.8,24,17.3,24,-,-,-,D
"Auckland, Motat Ews",11/01/2018,8,26.5,24,16.3,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",11/01/2018,8,19.8,24,14.4,24,14.5,24,-,-,-,D
"Auckland, Motat Ews",12/01/2018,8,26.6,24,16.8,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",12/01/2018,8,17,24,14.2,24,14.3,24,-,-,-,D
"Auckland, Motat Ews",13/01/2018,8,29.1,24,20.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",13/01/2018,8,20.3,24,14.4,24,13.6,24,-,-,-,D
"Auckland, Motat Ews",14/01/2018,8,26.3,24,19.9,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",14/01/2018,8,24.9,24,18.2,24,16.9,24,-,-,-,D
"Auckland, Motat Ews",15/01/2018,8,26.8,24,20,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",15/01/2018,8,26.5,24,18,24,15,24,-,-,-,D
"Auckland, Motat Ews",16/01/2018,8,26.8,24,20,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",16/01/2018,8,27.3,24,19.5,24,17.2,24,-,-,-,D
"Auckland, Motat Ews",17/01/2018,8,25.7,24,19.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",17/01/2018,8,26.3,24,18.6,24,16.6,24,-,-,-,D
"Auckland, Motat Ews",18/01/2018,8,24.8,24,19.4,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",18/01/2018,8,23.7,24,16.7,24,16.2,24,-,-,-,D
"Auckland, Motat Ews",19/01/2018,8,21.2,24,19,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",19/01/2018,8,20.8,24,17.6,24,15.4,24,-,-,-,D
"Auckland, Motat Ews",20/01/2018,8,26.3,24,20.2,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",20/01/2018,8,25.2,24,18.7,24,17.1,24,-,-,-,D
"Auckland, Motat Ews",21/01/2018,8,26.7,24,20,24,-,-,-,-,-,D
"Wellington, Kelburn Aws",21/01/2018,8,23.7,24,19.3,24,18.6,24,-,-,-,D
